#{"t_start": 1774087838.525764, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
95.0,291,212.756749
140.0,386,213.267802
310.0,502,213.971924
195.0,587,214.77737
205.0,813,215.897508
575.0,867,217.071191
120.0,374,217.590467
150.0,522,218.332696
85.0,479,218.992397
105.0,513,219.683553
160.0,446,220.281818
105.0,452,220.908113
310.0,715,221.880778
150.0,383,222.395019
235.0,494,223.078411
265.0,624,223.916944
130.0,610,224.746236
185.0,603,225.579961
310.0,691,226.530832
175.0,710,227.518393
190.0,434,228.184928
70.0,382,228.723996
290.0,579,229.494457
245.0,779,230.599119
490.0,662,231.510226
135.0,538,232.247445
220.0,630,233.096116
240.0,625,233.954573
200.0,545,234.705766
155.0,590,235.523142
105.0,507,236.291646
95.0,297,236.686047
270.0,611,237.539942
210.0,500,238.290012
460.0,659,239.207027
40.0,256,239.538349
30.0,247,239.889679
105.0,259,240.250523
525.0,703,241.219098
280.0,564,241.956822
410.0,557,242.698683
440.0,579,243.486052
610.0,875,244.666342
270.0,634,245.537509
35.0,372,246.056717
340.0,645,246.947741
245.0,700,247.971031
200.0,713,248.951059
125.0,520,249.679063
145.0,522,250.404365
135.0,498,251.177565
300.0,655,252.097723
300.0,664,253.183911
190.0,493,253.916476
245.0,704,254.905504
400.0,938,256.213991
80.0,266,256.584891
70.0,242,256.89785
320.0,618,257.755974
365.0,1030,259.211466
245.0,823,260.369961
115.0,455,260.997315
170.0,419,261.575143
215.0,497,262.279342
130.0,492,263.000082
250.0,545,263.756186
20.0,256,264.087806
120.0,482,264.752751
275.0,583,265.58526
230.0,462,266.217009
380.0,959,267.548823
320.0,854,268.751165
310.0,805,269.872481
205.0,597,270.68346
220.0,638,271.567152
155.0,432,272.191503
350.0,779,273.3089
445.0,775,274.381161
70.0,295,274.802156
160.0,511,275.532739
145.0,677,276.489352
225.0,544,277.237932
545.0,965,278.604671
220.0,693,279.60741
100.0,346,280.078485
260.0,728,281.071414
225.0,623,281.910452
295.0,798,283.003872
195.0,491,283.672307
585.0,823,284.773332
150.0,468,285.416504
190.0,461,286.037456
85.0,481,286.707939
270.0,697,287.676413
70.0,322,288.141527
220.0,476,288.803718
90.0,389,289.356264
205.0,376,289.890191
310.0,785,291.007466
235.0,592,291.840929
230.0,490,292.532946
175.0,468,293.19298
135.0,457,293.828206
445.0,943,295.108649
200.0,471,295.747306
295.0,736,296.715707
170.0,486,297.397563
110.0,288,297.795868
100.0,277,298.202854
365.0,764,299.260853
430.0,1045,300.685956
210.0,590,301.498161
375.0,740,302.519409
245.0,561,303.282341
225.0,796,304.398752
270.0,991,305.764648
480.0,639,306.635652
180.0,469,307.298927
265.0,858,308.539475
155.0,462,309.191499
90.0,440,309.797752
80.0,278,310.164405
170.0,506,310.879882
465.0,805,312.01366
220.0,977,313.424236
330.0,721,314.436925
180.0,502,315.132439
195.0,400,315.680474
155.0,460,316.317496
230.0,593,317.152677
225.0,558,317.94823
165.0,491,318.624681
100.0,276,318.992371
60.0,341,319.461115
565.0,943,320.728755
355.0,485,321.370407
445.0,682,322.302405
140.0,414,322.841803
370.0,629,323.708858
205.0,565,324.480431
370.0,831,325.586361
70.0,276,325.950458
165.0,495,326.608517
45.0,372,327.104221
270.0,743,328.154961
120.0,341,328.632275
55.0,261,328.991287
230.0,693,329.956519
125.0,322,330.397193
180.0,452,331.02177
155.0,376,331.556402
255.0,512,332.268663
200.0,477,332.936287
150.0,413,333.500854
460.0,661,334.410891
75.0,298,334.798216
205.0,557,335.545453
240.0,431,336.126896
205.0,498,336.819457
200.0,834,337.99716
95.0,380,338.511552
215.0,507,339.200212
245.0,660,340.127942
615.0,868,341.357811
175.0,449,341.981434
195.0,511,342.686287
260.0,694,343.666859
200.0,351,344.149296
410.0,577,344.929173
95.0,357,345.392934
185.0,357,345.864791
115.0,479,346.528468
230.0,475,347.177458
80.0,257,347.499291
35.0,241,347.840577
185.0,460,348.496366
345.0,768,349.5622
215.0,476,350.215695
415.0,820,351.379132
180.0,606,352.226854
595.0,928,353.495265
400.0,916,354.727702
185.0,471,355.371513
110.0,287,355.752913
315.0,669,356.651721
265.0,710,357.630016
175.0,522,358.395228
145.0,387,358.926729
50.0,349,359.409079
210.0,580,360.235223
180.0,388,360.789245
290.0,771,361.888826
130.0,275,362.267792
330.0,712,363.266917
775.0,1334,365.092177
215.0,493,365.78867
285.0,694,366.730006
165.0,484,367.385083
545.0,1031,368.773943
270.0,595,369.584625
560.0,886,370.80111
160.0,329,371.248852
160.0,452,371.875324
155.0,471,372.527341
260.0,681,373.47827
145.0,500,374.174979
200.0,564,374.966762
165.0,460,375.612525
45.0,283,375.983595
160.0,425,376.572453
50.0,263,376.916333
105.0,356,377.40652
80.0,281,377.80644
380.0,932,379.134243
35.0,259,379.478237
385.0,557,380.240199
125.0,374,380.750408
470.0,573,381.53123
260.0,651,382.416106
115.0,476,383.071343
200.0,551,383.808777
515.0,924,385.04341
535.0,943,386.267186
80.0,291,386.640635
95.0,267,386.996229
120.0,317,387.450282
80.0,408,388.0371
110.0,280,388.409861
105.0,330,388.851522
50.0,262,389.196065
590.0,872,390.389247
90.0,352,390.864083
45.0,231,391.171432
265.0,576,391.968666
460.0,779,393.045498
380.0,894,394.267087
440.0,679,395.187151
140.0,377,395.708852
70.0,267,396.058411
435.0,953,397.326085
105.0,345,397.787424
175.0,494,398.472278
145.0,397,399.014251
310.0,720,400.003806
325.0,560,400.76514
245.0,590,401.560025
180.0,500,402.237619
55.0,350,402.709551
245.0,610,403.533909
320.0,699,404.469161
200.0,564,405.222358
230.0,554,405.960286
185.0,521,406.658704
65.0,268,407.002777
175.0,474,407.646068
215.0,525,408.387533
215.0,480,409.0451
120.0,381,409.552761
385.0,696,410.481919
75.0,274,410.839523
165.0,439,411.44616
180.0,503,412.133599
400.0,689,413.09442
250.0,551,413.833843
225.0,509,414.537375
520.0,675,415.463878
85.0,327,415.894612
250.0,626,416.726903
255.0,608,417.521156
200.0,613,418.390012
