#{"t_start": 1773918864.940496, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,539,230.439958
2.0,755,231.047719
2.0,823,231.70564
0.0,512,232.096794
0.0,527,232.512004
0.0,515,232.941541
2.0,791,233.593229
4.0,1106,234.492721
2.0,819,235.140265
8.0,1807,236.678495
3.0,1012,237.512232
0.0,525,237.925438
0.0,526,238.340284
0.0,516,238.762178
0.0,507,239.162973
0.0,528,239.579746
3.0,878,240.299121
0.0,529,240.71746
4.0,1146,241.662455
0.0,532,242.084457
0.0,515,242.487397
0.0,518,242.909291
3.0,862,243.607231
0.0,515,244.018951
2.0,830,244.691012
5.0,1430,245.897724
0.0,508,246.316635
2.0,813,246.992287
4.0,1222,248.007197
4.0,1090,248.924132
0.0,543,249.360511
0.0,522,249.777522
0.0,527,250.186375
0.0,543,250.605923
1.0,725,251.19713
2.0,767,251.816117
0.0,519,252.213102
1.0,643,252.724028
0.0,543,253.144644
3.0,954,253.922307
0.0,516,254.336556
1.0,630,254.829689
0.0,543,255.252056
2.0,755,255.922378
1.0,702,256.498663
1.0,629,256.993124
0.0,543,257.413029
3.0,868,258.12039
2.0,817,258.786971
8.0,1728,260.204679
4.0,1048,261.066822
0.0,527,261.481895
0.0,540,261.901294
5.0,1194,262.881691
2.0,750,263.492986
1.0,700,264.065083
2.0,779,264.703105
1.0,721,265.281267
2.0,834,265.986076
4.0,1128,266.924875
3.0,950,267.700926
1.0,724,268.274213
1.0,646,268.790464
3.0,1027,269.623249
0.0,523,270.035467
4.0,1230,271.04481
0.0,526,271.457601
0.0,526,271.877433
1.0,629,272.390067
3.0,893,273.109455
0.0,527,273.523365
1.0,716,274.091886
0.0,542,274.508775
0.0,509,274.91751
3.0,1022,275.769106
2.0,818,276.430075
0.0,522,276.84356
2.0,771,277.448499
2.0,817,278.116182
1.0,618,278.619917
2.0,759,279.240806
2.0,755,279.833913
2.0,842,280.504064
3.0,1011,281.322925
0.0,508,281.719351
1.0,627,282.234389
1.0,641,282.788208
4.0,1210,283.782523
0.0,523,284.197011
1.0,722,284.783777
1.0,635,285.313096
1.0,619,285.819977
8.0,1135,286.722991
0.0,512,287.135454
2.0,836,287.801249
2.0,836,288.472014
0.0,521,288.87983
3.0,937,289.627756
0.0,538,290.045308
2.0,771,290.650748
0.0,526,291.070865
1.0,632,291.575708
1.0,726,292.143436
3.0,885,292.854897
1.0,632,293.348715
2.0,741,293.932617
3.0,853,294.631009
3.0,857,295.330638
7.0,1732,296.790193
1.0,624,297.299232
0.0,501,297.698206
3.0,864,298.387418
0.0,524,298.8
7.0,1651,300.189634
