#{"t_start": 1773916084.8920743, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,992,149.164606
3.0,885,149.882021
0.0,532,150.302285
12.0,1744,151.755939
2.0,838,152.425122
0.0,527,152.865905
0.0,535,153.314265
2.0,913,154.058207
0.0,531,154.487098
3.0,897,155.23173
4.0,1067,156.170231
2.0,831,156.849461
1.0,639,157.376392
7.0,1015,158.209271
1.0,641,158.713258
1.0,721,159.288357
9.0,1628,160.638993
0.0,517,161.049487
1.0,648,161.568061
0.0,505,161.961843
0.0,521,162.364976
0.0,525,162.795266
0.0,529,163.215542
3.0,1104,164.128937
4.0,1224,165.14451
0.0,535,165.582686
1.0,614,166.078805
0.0,521,166.505923
2.0,907,167.262615
3.0,994,168.06802
3.0,954,168.846282
3.0,1036,169.684105
4.0,1105,170.607479
4.0,1208,171.610208
0.0,515,172.02203
3.0,1128,172.945088
2.0,738,173.546987
1.0,717,174.113706
6.0,1377,175.263599
0.0,537,175.705335
4.0,1130,176.634443
4.0,1045,177.500592
2.0,744,178.103972
11.0,1107,179.005737
4.0,1102,179.905301
1.0,712,180.484121
5.0,1426,181.645554
4.0,1074,182.51423
3.0,1010,183.355416
4.0,1148,184.316035
5.0,1481,185.614635
9.0,1522,186.904412
4.0,1105,187.821247
0.0,519,188.239143
1.0,717,188.813077
11.0,1111,189.724021
7.0,1690,191.151844
5.0,1219,192.168341
3.0,951,192.963587
3.0,1031,193.805646
0.0,524,194.233678
0.0,516,194.652634
0.0,521,195.071631
1.0,703,195.679916
0.0,533,196.101846
0.0,528,196.526278
7.0,1634,197.931991
0.0,515,198.355671
0.0,531,198.782104
10.0,2182,200.619968
0.0,528,201.052632
0.0,531,201.476258
0.0,543,201.912746
2.0,818,202.585158
0.0,516,203.004769
1.0,644,203.530418
3.0,921,204.326685
0.0,524,204.737796
0.0,521,205.166574
0.0,520,205.609816
0.0,525,206.03782
9.0,1530,207.349822
1.0,727,207.942581
0.0,516,208.37134
11.0,1866,209.976481
2.0,809,210.640805
16.0,2278,212.5681
11.0,1103,213.454603
0.0,535,213.881124
0.0,519,214.304236
0.0,528,214.728758
1.0,644,215.257878
3.0,879,216.015933
1.0,712,216.596218
0.0,539,217.025713
11.0,1888,218.623833
15.0,2399,220.670192
0.0,543,221.096217
3.0,883,221.816054
2.0,911,222.559988
13.0,1430,223.792311
12.0,2086,225.616168
4.0,1063,226.502501
4.0,1212,227.503305
2.0,812,228.161926
11.0,1811,229.721234
9.0,1267,230.782146
0.0,520,231.205016
9.0,1423,232.376114
2.0,827,233.063071
0.0,532,233.481547
3.0,949,234.289227
14.0,2410,236.365605
15.0,2510,238.476071
1.0,708,239.052881
1.0,649,239.569752
3.0,885,240.292141
11.0,1904,241.874114
2.0,832,242.561239
9.0,1403,243.74305
12.0,2098,245.613043
17.0,1483,246.861114
6.0,1337,247.955936
6.0,1383,249.100486
11.0,1099,250.001796
13.0,1874,251.59242
7.0,1720,253.050629
6.0,1460,254.270415
5.0,1109,255.192308
7.0,1462,256.474709
11.0,1896,258.106446
2.0,734,258.713155
6.0,1376,259.864279
3.0,924,260.624928
6.0,1424,261.809424
5.0,1232,262.842322
7.0,1547,264.135733
1.0,635,264.676933
4.0,1051,265.574636
7.0,1659,266.960828
10.0,1834,268.498213
5.0,1102,269.409056
10.0,2158,271.25245
7.0,1568,272.571339
4.0,1090,273.464169
12.0,1723,274.942131
11.0,1107,275.887475
5.0,1320,277.006666
4.0,1087,277.909117
4.0,1039,278.778051
16.0,1969,280.458638
18.0,2520,282.576621
4.0,1235,283.603875
17.0,1567,284.922781
9.0,1620,286.329684
9.0,1407,287.532899
12.0,1996,289.21559
6.0,1223,290.231617
16.0,1814,291.762391
4.0,1004,292.590834
8.0,1131,293.511044
14.0,1551,294.828288
10.0,2106,296.662177
7.0,1502,297.93012
15.0,1761,299.433128
14.0,2251,301.333884
11.0,1547,302.612757
11.0,1705,304.049607
8.0,1746,305.563078
9.0,1954,307.218677
5.0,1081,308.129496
14.0,1550,309.452562
7.0,1592,310.785028
6.0,1478,312.04741
6.0,1473,313.261722
16.0,2343,315.257065
16.0,2621,317.528452
5.0,1285,318.606792
6.0,1373,319.746539
10.0,1543,321.039185
9.0,1413,322.206433
12.0,1936,323.849638
9.0,1339,324.952396
9.0,1987,326.670319
4.0,1061,327.562005
12.0,1697,329.005153
2.0,771,329.645567
13.0,1422,330.848391
15.0,2494,332.987258
21.0,2029,334.732118
7.0,1691,336.216738
7.0,1550,337.522247
15.0,1606,338.860871
12.0,1243,339.885433
21.0,1663,341.271906
8.0,1801,342.750322
10.0,2016,344.462724
14.0,2330,346.470396
12.0,2218,348.326127
7.0,994,349.174838
10.0,2069,350.888233
8.0,1139,351.822162
20.0,2750,354.124559
20.0,1495,355.373054
18.0,1199,356.383097
6.0,1348,357.505789
18.0,2012,359.203267
3.0,883,359.92126
6.0,1543,361.216753
11.0,1916,362.83078
13.0,2294,364.76971
13.0,2110,366.600607
24.0,2281,368.522983
9.0,1255,369.548226
5.0,1253,370.585912
9.0,1252,371.615104
22.0,3017,374.147819
10.0,1398,375.332493
18.0,2434,377.424622
23.0,2412,379.475204
11.0,1896,381.076241
13.0,2117,382.837078
14.0,1615,384.194979
16.0,2356,386.191028
21.0,1790,387.71576
10.0,2025,389.416126
13.0,2112,391.173484
14.0,1647,392.530754
11.0,1782,394.047745
16.0,2532,396.280766
17.0,1425,397.462693
12.0,2006,399.161113
10.0,2147,400.978864
18.0,2370,402.968977
28.0,1820,404.496236
17.0,2541,406.710605
14.0,1510,407.963074
10.0,1863,409.532228
22.0,1695,410.953581
15.0,1886,412.513078
22.0,1911,414.101974
24.0,2494,416.214646
16.0,2053,417.928091
15.0,2117,419.696196
12.0,2096,421.450265
10.0,1506,422.72597
19.0,2899,425.152498
30.0,2085,426.942685
17.0,2090,428.700025
14.0,2119,430.472626
15.0,1811,431.987628
12.0,1299,433.062395
15.0,2507,435.191339
10.0,1962,436.905316
20.0,2253,438.854622
24.0,2831,441.275496
4.0,980,442.09617
20.0,1817,443.63045
6.0,1384,444.786845
32.0,3189,447.542638
13.0,1358,448.66569
19.0,2274,450.571519
12.0,1318,451.660275
13.0,1968,453.277303
19.0,2362,455.250159
14.0,1510,456.555083
16.0,2770,458.9295
12.0,1683,460.36917
22.0,3110,462.997939
17.0,2710,465.319533
19.0,2688,467.595989
19.0,2116,469.39863
12.0,2012,471.065376
22.0,1730,472.491385
16.0,2798,474.84428
8.0,1699,476.266493
22.0,1646,477.634793
16.0,2368,479.598613
36.0,2149,481.37955
12.0,1782,482.851312
20.0,2191,484.670075
19.0,2145,486.496449
9.0,1851,488.030205
23.0,3280,490.806175
20.0,2635,493.016377
8.0,1646,494.377965
12.0,2342,496.389691
19.0,2626,498.624232
8.0,1581,499.96573
13.0,1506,501.235408
18.0,2408,503.274729
29.0,3454,506.220067
19.0,2198,508.09267
14.0,2446,510.148815
22.0,2619,512.348181
31.0,2546,514.484448
18.0,2202,516.460528
28.0,3485,519.422337
25.0,2854,521.859698
40.0,2478,523.942953
21.0,2471,526.052961
24.0,2058,527.798796
21.0,2804,530.198942
35.0,4401,533.868972
18.0,3090,536.465331
31.0,3638,539.523106
31.0,3514,542.461624
25.0,2258,544.356201
17.0,1882,545.977483
20.0,3150,548.676126
196.0,2607,550.886672
9.0,1790,552.382019
24.0,2035,554.073637
12.0,2130,555.888833
23.0,2794,558.259299
29.0,2823,560.66279
18.0,2305,562.607048
20.0,3114,565.236301
21.0,2289,567.178314
23.0,2087,568.919073
27.0,2402,570.921121
24.0,2717,573.178814
28.0,3058,575.786225
14.0,2119,577.543715
26.0,2083,579.292229
19.0,2267,581.184106
19.0,2294,583.096837
16.0,2011,584.781464
30.0,2046,586.533761
18.0,2103,588.292143
22.0,2343,590.290908
29.0,2234,592.139083
17.0,2014,593.814027
27.0,2842,596.214749
20.0,2990,598.717771
21.0,3266,601.479719
16.0,2168,603.27159
29.0,2034,604.945912
34.0,2537,607.111783
31.0,3590,610.206003
17.0,2606,612.411904
19.0,2259,614.316876
28.0,2570,616.522543
6.0,1448,617.741647
20.0,2168,619.605131
14.0,2674,621.84153
22.0,3028,624.398673
24.0,3314,627.235668
16.0,1822,628.785777
14.0,2614,630.995655
18.0,2150,632.787745
25.0,2179,634.620815
15.0,2160,636.487875
25.0,3353,639.317858
23.0,2801,641.627683
19.0,2376,643.613261
15.0,2528,645.765713
22.0,3768,648.979748
10.0,2133,650.739594
15.0,2486,652.786198
24.0,2586,654.949542
16.0,2419,656.986688
24.0,2563,659.150672
28.0,3130,661.76881
45.0,4247,665.341674
13.0,2075,667.086947
30.0,2086,668.81212
30.0,3226,671.544583
20.0,3519,674.509259
16.0,2251,676.468291
15.0,2330,678.455703
17.0,1899,680.042216
10.0,1674,681.431787
31.0,3650,684.506751
15.0,2218,686.407537
17.0,2440,688.455781
