#{"t_start": 1774090219.845025, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
215.0,437,316.80869
260.0,601,317.679887
205.0,754,318.786994
215.0,680,319.788021
185.0,407,320.37126
170.0,417,320.99105
95.0,372,321.532557
160.0,491,322.260339
485.0,939,323.543604
360.0,812,324.649604
225.0,451,325.288083
245.0,635,326.168147
115.0,374,326.729377
190.0,506,327.41433
85.0,405,327.973744
405.0,808,329.06931
340.0,671,330.047302
305.0,604,330.933441
220.0,578,331.788905
330.0,632,332.68826
245.0,676,333.663368
300.0,577,334.465724
250.0,563,335.24199
500.0,811,336.411575
245.0,462,337.085556
105.0,362,337.606451
255.0,635,338.504321
80.0,259,338.862282
165.0,537,339.634283
365.0,685,340.624722
205.0,530,341.390596
200.0,487,342.089303
210.0,514,342.836004
180.0,430,343.47084
225.0,463,344.160165
685.0,707,345.156477
100.0,362,345.666811
420.0,701,346.682125
270.0,541,347.473755
530.0,593,348.335055
480.0,798,349.453416
300.0,560,350.25386
395.0,748,351.332334
275.0,596,352.196155
225.0,539,352.964388
315.0,679,353.974791
310.0,692,354.994013
220.0,551,355.811042
340.0,615,356.737775
200.0,446,357.397362
225.0,589,358.270692
625.0,876,359.562486
270.0,632,360.472577
220.0,441,361.120626
300.0,595,361.979975
225.0,518,362.722659
410.0,835,363.926261
275.0,762,365.07592
225.0,469,365.754195
495.0,701,366.805468
480.0,531,367.591781
195.0,457,368.253015
330.0,586,369.100663
285.0,671,370.082255
65.0,258,370.457014
335.0,582,371.317877
575.0,831,372.517233
460.0,663,373.479368
190.0,480,374.195066
130.0,322,374.656572
405.0,777,375.778437
165.0,399,376.367456
270.0,639,377.320827
135.0,476,378.000022
285.0,655,378.943609
210.0,389,379.501142
185.0,379,380.041864
265.0,604,380.929602
325.0,495,381.623212
215.0,646,382.587053
405.0,743,383.665282
85.0,394,384.234469
540.0,1083,385.780336
405.0,810,387.001499
115.0,352,387.503569
230.0,615,388.414276
295.0,630,389.30856
225.0,539,390.072079
520.0,667,391.021435
280.0,468,391.68052
245.0,447,392.317115
625.0,699,393.306915
230.0,382,393.847349
160.0,390,394.400042
350.0,750,395.497041
240.0,526,396.246402
125.0,506,397.008069
505.0,698,398.019308
265.0,493,398.727141
285.0,722,399.771426
340.0,648,400.703682
510.0,786,401.863247
375.0,750,402.977531
195.0,473,403.671374
150.0,388,404.250553
295.0,648,405.161665
300.0,623,406.03899
130.0,368,406.581925
345.0,594,407.449781
390.0,647,408.380858
445.0,808,409.521137
110.0,339,409.994513
290.0,724,411.063974
485.0,925,412.38746
295.0,572,413.240812
225.0,515,413.999299
235.0,459,414.653158
370.0,727,415.721854
485.0,862,417.021039
385.0,652,417.994623
255.0,554,418.819174
305.0,689,419.820941
185.0,504,420.550508
260.0,584,421.402522
260.0,568,422.233578
285.0,623,423.14747
200.0,467,423.826446
275.0,547,424.639846
205.0,342,425.154985
410.0,760,426.282098
240.0,429,426.951366
420.0,646,427.912445
90.0,364,428.443271
230.0,429,429.072471
475.0,993,430.492679
495.0,588,431.333786
260.0,569,432.191252
350.0,599,433.081761
320.0,556,433.894867
95.0,327,434.369851
390.0,604,435.271278
260.0,625,436.19936
220.0,366,436.784335
715.0,1188,438.579204
205.0,377,439.138293
190.0,413,439.748783
175.0,349,440.289309
360.0,651,441.300362
575.0,1027,442.810324
330.0,756,443.924691
140.0,299,444.357943
315.0,553,445.204158
180.0,423,445.821534
150.0,283,446.243979
180.0,514,447.035417
195.0,424,447.638799
395.0,814,448.833084
410.0,848,450.096603
410.0,743,451.19969
210.0,582,452.065845
270.0,420,452.666461
215.0,361,453.179647
200.0,417,453.767602
410.0,704,454.790214
340.0,633,455.734496
675.0,882,457.058061
230.0,433,457.695316
175.0,578,458.553011
195.0,369,459.085456
235.0,550,459.881123
195.0,343,460.372504
430.0,771,461.518472
240.0,466,462.213276
260.0,497,462.942091
200.0,426,463.563612
775.0,930,464.926971
160.0,380,465.46739
285.0,517,466.255625
175.0,319,466.755673
395.0,658,467.744577
375.0,720,468.786668
315.0,719,469.792336
310.0,498,470.527668
155.0,309,470.974158
95.0,330,471.449665
415.0,724,472.508773
500.0,970,473.951423
275.0,603,474.867445
215.0,408,475.484319
155.0,422,476.109256
185.0,360,476.67914
185.0,379,477.245029
150.0,429,477.879607
260.0,622,478.833944
260.0,549,479.650757
280.0,550,480.468949
115.0,411,481.087068
560.0,629,482.0431
370.0,683,483.08213
240.0,451,483.76068
580.0,569,484.604568
185.0,357,485.145577
345.0,631,486.097384
240.0,492,486.858863
280.0,600,487.771938
300.0,579,488.651549
185.0,449,489.328979
280.0,623,490.279181
210.0,526,491.053638
245.0,582,491.947876
240.0,513,492.708723
165.0,355,493.239151
255.0,575,494.113538
95.0,354,494.618101
180.0,383,495.183461
305.0,506,495.907027
265.0,449,496.588431
395.0,728,497.658414
345.0,662,498.631083
420.0,586,499.533072
385.0,704,500.545448
190.0,444,501.200301
220.0,497,501.91701
95.0,391,502.482681
190.0,485,503.185413
390.0,569,504.05842
235.0,563,504.913257
365.0,571,505.809025
310.0,483,506.578897
575.0,800,507.778386
200.0,381,508.337129
255.0,609,509.245841
240.0,443,509.90941
280.0,641,510.845682
450.0,816,512.057937
295.0,534,512.869591
320.0,552,513.669115
255.0,479,514.367343
250.0,550,515.175521
120.0,309,515.632167
375.0,555,516.457319
230.0,440,517.134088
460.0,672,518.117886
630.0,746,519.219352
120.0,415,519.844281
470.0,785,520.975446
515.0,819,522.202961
330.0,737,523.307043
110.0,276,523.712732
370.0,743,524.788687
245.0,462,525.451336
110.0,325,525.931593
120.0,286,526.341619
445.0,739,527.483741
490.0,678,528.534605
420.0,783,529.722599
420.0,820,530.961296
430.0,803,532.137435
490.0,938,533.470927
525.0,1001,534.900157
200.0,497,535.636043
195.0,533,536.436826
430.0,653,537.422775
230.0,428,538.070249
150.0,290,538.485923
270.0,545,539.284844
275.0,464,539.97421
230.0,445,540.621421
335.0,647,541.600485
630.0,1065,543.155436
55.0,305,543.601553
185.0,388,544.192178
360.0,624,545.119287
360.0,709,546.19154
370.0,481,546.944358
115.0,417,547.567045
265.0,540,548.38422
315.0,577,549.249265
325.0,769,550.427506
485.0,675,551.43128
165.0,472,552.151646
165.0,483,552.871596
355.0,629,553.827122
335.0,661,554.844859
390.0,639,555.78195
240.0,546,556.645927
195.0,525,557.445489
245.0,489,558.184086
240.0,593,559.076465
295.0,681,560.104999
260.0,392,560.689844
95.0,289,561.10458
275.0,503,561.853734
255.0,744,562.988469
155.0,462,563.690223
560.0,647,564.684507
335.0,673,565.703692
255.0,568,566.597347
390.0,620,567.494011
370.0,874,568.781287
350.0,637,569.7421
280.0,727,570.842905
310.0,563,571.708891
305.0,613,572.6459
360.0,721,573.750328
360.0,643,574.736297
485.0,867,576.037005
475.0,687,577.125318
465.0,873,578.452069
85.0,275,578.854409
550.0,546,579.67755
575.0,821,580.902722
290.0,677,581.967388
625.0,822,583.214856
340.0,703,584.296281
300.0,664,585.301527
75.0,279,585.703443
505.0,687,586.772011
545.0,881,588.10018
215.0,464,588.806816
210.0,424,589.440823
420.0,883,590.769111
310.0,541,591.588452
220.0,408,592.201748
365.0,719,593.299102
395.0,604,594.231945
430.0,797,595.426399
345.0,628,596.401437
215.0,431,597.088762
225.0,525,597.898864
325.0,701,598.946995
340.0,557,599.792095
215.0,393,600.377053
370.0,808,601.589773
275.0,615,602.530273
175.0,482,603.268639
335.0,773,604.464133
535.0,835,605.693246
450.0,768,606.871538
200.0,407,607.476793
545.0,961,608.875174
555.0,786,610.022555
495.0,832,611.265313
185.0,443,611.964203
330.0,471,612.668301
380.0,548,613.49848
210.0,461,614.21382
170.0,411,614.837577
60.0,296,615.271526
185.0,468,615.979294
620.0,725,617.021172
