#{"t_start": 1773917484.5958965, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,1016,147.882797
0.0,529,148.319009
2.0,754,148.946226
3.0,1026,149.789569
3.0,1032,150.628817
0.0,527,151.04686
0.0,535,151.458265
3.0,1019,152.282265
1.0,635,152.790617
2.0,833,153.458205
5.0,1191,154.443363
0.0,541,154.853739
0.0,527,155.26935
0.0,537,155.697325
1.0,655,156.226928
3.0,883,156.927161
5.0,1404,158.0686
0.0,517,158.483922
1.0,710,159.070616
9.0,1395,160.23516
0.0,519,160.650859
7.0,1003,161.475421
7.0,1007,162.307291
0.0,538,162.734807
2.0,743,163.327123
0.0,535,163.751681
1.0,716,164.333246
0.0,521,164.74947
0.0,515,165.168886
0.0,524,165.593159
4.0,1040,166.460304
0.0,542,166.881997
0.0,506,167.289958
1.0,615,167.783991
0.0,515,168.201586
0.0,540,168.614825
3.0,1008,169.441648
11.0,1103,170.3451
2.0,838,171.014852
5.0,1203,171.994149
0.0,534,172.408332
2.0,806,173.071627
0.0,520,173.492345
3.0,895,174.227752
4.0,1220,175.238612
4.0,1220,176.286206
4.0,1208,177.266967
2.0,750,177.871136
3.0,1012,178.701505
4.0,1206,179.700649
0.0,538,180.117961
0.0,518,180.523759
11.0,1107,181.423129
0.0,527,181.840471
9.0,1335,182.94484
11.0,1111,183.847579
1.0,623,184.349896
0.0,535,184.756819
2.0,805,185.412629
0.0,543,185.853136
1.0,628,186.357043
0.0,516,186.769811
0.0,521,187.18077
11.0,1087,188.075794
2.0,765,188.696974
3.0,914,189.441063
4.0,1214,190.439471
2.0,719,191.027927
0.0,507,191.413005
3.0,1015,192.24001
2.0,812,192.908608
0.0,531,193.328996
1.0,657,193.849495
2.0,759,194.463147
0.0,516,194.884147
0.0,524,195.302601
2.0,751,195.968623
0.0,524,196.385518
3.0,997,197.212672
2.0,820,197.88494
2.0,801,198.537853
3.0,997,199.35696
0.0,509,199.763447
0.0,509,200.174531
5.0,1415,201.364589
0.0,517,201.778439
4.0,1142,202.718932
3.0,884,203.441804
0.0,535,203.861031
0.0,519,204.28245
2.0,804,204.951127
2.0,808,205.628693
2.0,797,206.3169
0.0,528,206.741867
0.0,539,207.180831
5.0,1399,208.350937
5.0,1406,209.534731
0.0,535,209.94196
0.0,525,210.359768
0.0,535,210.77524
2.0,822,211.447148
4.0,1201,212.435271
0.0,517,212.84143
2.0,800,213.498124
2.0,808,214.153511
9.0,1636,215.522384
0.0,537,215.962146
4.0,1080,216.851699
0.0,541,217.280869
0.0,523,217.693218
0.0,532,218.113282
4.0,1081,219.013969
5.0,1398,220.194861
5.0,1410,221.36894
0.0,524,221.786611
0.0,535,222.196528
2.0,811,222.842066
9.0,1632,224.191203
0.0,524,224.601792
2.0,843,225.271514
9.0,1628,226.653791
0.0,503,227.045615
1.0,627,227.543891
4.0,1055,228.409225
0.0,529,228.841856
0.0,520,229.255551
5.0,1407,230.43981
5.0,1209,231.445374
4.0,1061,232.317639
2.0,793,232.989762
6.0,1522,234.268322
0.0,519,234.68818
0.0,537,235.103375
0.0,499,235.520188
0.0,524,235.968835
0.0,520,236.394093
0.0,524,236.813755
0.0,523,237.236124
3.0,879,237.969529
0.0,543,238.398529
11.0,1107,239.350719
0.0,521,239.775866
5.0,1406,240.934008
0.0,528,241.359855
0.0,539,241.77592
1.0,633,242.286535
3.0,934,243.037743
0.0,528,243.452457
0.0,519,243.854647
0.0,515,244.275343
0.0,515,244.698974
8.0,1886,246.290916
0.0,543,246.724028
7.0,1011,247.558861
7.0,1588,248.876464
5.0,1167,249.835051
10.0,1752,251.278457
0.0,508,251.690882
0.0,531,252.098313
0.0,536,252.528056
5.0,1259,253.559435
6.0,1331,254.660389
11.0,1908,256.282948
0.0,532,256.716417
0.0,531,257.134941
5.0,1490,258.389953
0.0,532,258.819463
0.0,515,259.241262
4.0,1110,260.168362
4.0,1110,261.097376
0.0,516,261.523828
3.0,931,262.296099
4.0,1106,263.20463
7.0,1590,264.568003
0.0,543,264.998917
4.0,1094,265.936019
6.0,1550,267.24336
0.0,543,267.672797
0.0,527,268.086989
5.0,1227,269.089997
0.0,543,269.509578
2.0,835,270.188016
1.0,655,270.704692
11.0,1900,272.295457
1.0,715,272.892719
0.0,540,273.306385
0.0,543,273.737131
4.0,1071,274.619521
9.0,1706,276.078811
0.0,525,276.498029
1.0,725,277.071759
0.0,520,277.494232
2.0,763,278.113045
1.0,645,278.632999
0.0,524,279.051688
0.0,527,279.469155
2.0,848,280.154296
5.0,1418,281.339437
0.0,524,281.760735
0.0,500,282.157242
1.0,731,282.743078
2.0,830,283.413863
6.0,1496,284.688797
0.0,512,285.105266
0.0,536,285.541653
0.0,517,285.972254
1.0,716,286.556192
0.0,535,286.981941
0.0,515,287.390277
5.0,1218,288.393766
6.0,1486,289.647174
6.0,1480,290.880558
2.0,751,291.497205
1.0,733,292.09281
2.0,803,292.762288
0.0,532,293.199156
5.0,1434,294.387969
0.0,516,294.811921
5.0,1415,296.028119
1.0,719,296.620821
4.0,1202,297.639968
3.0,995,298.46542
6.0,1395,299.672791
9.0,1526,300.980963
5.0,1253,302.05559
4.0,1163,303.035134
9.0,1644,304.41524
1.0,652,304.937935
2.0,823,305.617184
5.0,1418,306.836673
2.0,925,307.598474
6.0,1478,308.821021
1.0,719,309.405703
9.0,1640,310.775448
1.0,719,311.364754
1.0,707,311.942303
5.0,1207,312.933239
1.0,707,313.513629
1.0,640,314.038739
2.0,912,314.777509
3.0,1018,315.630689
4.0,1089,316.595565
4.0,1110,317.495079
1.0,643,318.013158
4.0,1214,319.009188
1.0,624,319.503976
6.0,1414,320.692955
3.0,1115,321.604617
5.0,1219,322.60812
0.0,537,323.03189
2.0,823,323.715497
2.0,818,324.386374
9.0,1542,325.673316
1.0,632,326.214852
2.0,819,326.886887
1.0,628,327.388098
1.0,636,327.904048
7.0,1519,329.167652
4.0,1119,330.088069
0.0,537,330.493003
0.0,537,330.908768
2.0,821,331.574833
1.0,655,332.080418
1.0,724,332.644765
0.0,541,333.064526
0.0,533,333.481654
1.0,620,333.980149
7.0,998,334.79346
4.0,1072,335.662083
5.0,1316,336.780632
6.0,1477,337.998279
2.0,817,338.667145
4.0,1226,339.65134
5.0,1241,340.65823
2.0,916,341.396164
1.0,635,341.88687
3.0,963,342.69623
5.0,1202,343.677447
2.0,925,344.409635
6.0,1544,345.708183
6.0,1390,346.863809
10.0,1746,348.292928
4.0,1075,349.167626
9.0,1922,350.779781
4.0,1125,351.699006
3.0,924,352.450157
1.0,620,352.947282
9.0,1628,354.268025
1.0,644,354.773775
7.0,1019,355.583977
11.0,1896,357.169421
2.0,732,357.808341
1.0,644,358.318594
3.0,1004,359.145616
1.0,640,359.654434
1.0,723,360.233799
1.0,728,360.825114
0.0,524,361.25021
11.0,1888,362.84899
1.0,739,363.433269
11.0,1099,364.298161
1.0,731,364.868806
5.0,1506,366.120131
3.0,1108,367.015996
7.0,1515,368.238225
8.0,1810,369.718451
7.0,1702,371.126672
1.0,725,371.713974
7.0,995,372.52805
5.0,1494,373.743217
1.0,731,374.314741
10.0,1760,375.809742
1.0,631,376.307293
11.0,1900,377.861631
1.0,724,378.436986
12.0,1238,379.433018
9.0,1876,380.975559
11.0,1892,382.521681
7.0,1011,383.345427
12.0,1239,384.362124
1.0,663,384.892022
2.0,836,385.56911
2.0,896,386.351591
5.0,1439,387.565441
8.0,1713,388.973761
12.0,1299,390.023381
4.0,1067,390.898701
16.0,1329,391.987086
2.0,831,392.650665
3.0,959,393.41633
8.0,1127,394.321906
4.0,1071,395.194299
8.0,1212,396.205342
12.0,1298,397.238196
12.0,1286,398.288444
11.0,1916,399.868891
0.0,528,400.290303
1.0,735,400.862266
3.0,888,401.565601
11.0,1815,403.079296
9.0,2002,404.7527
0.0,532,405.180698
1.0,715,405.786819
1.0,648,406.291726
2.0,828,406.943613
9.0,1644,408.254066
9.0,1628,409.609215
8.0,1788,411.119439
12.0,1219,412.116102
10.0,1744,413.560533
7.0,1654,414.922337
2.0,836,415.591732
10.0,1702,417.050473
6.0,1471,418.273198
9.0,2000,419.915071
3.0,879,420.636869
5.0,1416,421.793907
9.0,1636,423.126359
7.0,1818,424.606172
4.0,1079,425.466478
3.0,1036,426.305859
12.0,1243,427.308171
12.0,1223,428.29489
6.0,1379,429.387814
2.0,838,430.046725
8.0,1906,431.587713
7.0,1819,433.07559
12.0,1295,434.126215
1.0,639,434.626913
3.0,848,435.326177
5.0,1419,436.572527
13.0,1471,437.807059
14.0,1822,439.349715
5.0,1490,440.596442
7.0,1627,441.918084
5.0,1415,443.064793
3.0,1135,444.004656
18.0,2126,445.82843
4.0,1156,446.763182
1.0,635,447.272316
5.0,1514,448.490959
5.0,1490,449.71287
6.0,1621,451.01782
1.0,639,451.524822
16.0,1317,452.588588
12.0,1306,453.629034
11.0,1836,455.136879
8.0,1224,456.158582
2.0,843,456.829414
14.0,1938,458.406194
2.0,820,459.073685
1.0,647,459.571822
1.0,716,460.131699
3.0,948,460.898346
10.0,1824,462.394289
12.0,1286,463.441499
7.0,1636,464.79562
6.0,1520,466.082793
10.0,1830,467.587486
5.0,1199,468.588206
11.0,1091,469.483493
5.0,1486,470.74264
2.0,748,471.362568
1.0,633,471.867228
4.0,1152,472.789781
10.0,1736,474.212392
7.0,1810,475.703927
16.0,2328,477.638841
2.0,839,478.308648
6.0,1514,479.543611
8.0,1220,480.54137
12.0,1223,481.594253
6.0,1328,482.696723
12.0,2110,484.415263
4.0,1219,485.393271
1.0,707,485.978843
4.0,1070,486.851675
7.0,1008,487.65252
7.0,1000,488.449377
3.0,938,489.189915
4.0,1081,490.060623
10.0,1812,491.566489
4.0,1101,492.444779
7.0,1707,493.815988
5.0,1206,494.786836
11.0,1111,495.665957
5.0,1371,496.787988
8.0,1870,498.32148
9.0,1327,499.407066
5.0,1265,500.430333
6.0,1382,501.582309
11.0,1095,502.473345
3.0,959,503.250313
7.0,1574,504.570142
14.0,2402,506.610956
4.0,1009,507.424064
9.0,1949,509.05592
8.0,1920,510.659336
1.0,616,511.164997
5.0,1356,512.299743
12.0,1839,513.835737
12.0,1953,515.432598
7.0,1451,516.634728
3.0,940,517.396633
11.0,1830,518.915748
11.0,2230,520.777791
6.0,1432,521.93913
1.0,719,522.500697
10.0,1832,523.997958
15.0,2432,526.075794
9.0,1609,527.39841
8.0,1865,528.932023
8.0,1672,530.304323
2.0,828,530.980594
4.0,1101,531.860245
6.0,1314,532.920193
6.0,1334,534.014519
19.0,1402,535.137952
8.0,1128,536.078781
7.0,1008,536.896908
5.0,1110,537.786301
7.0,1694,539.194968
6.0,1521,540.444399
12.0,2086,542.172366
8.0,1848,543.702716
14.0,1510,544.933137
16.0,2312,546.860774
12.0,2098,548.602538
7.0,1549,549.875717
7.0,1703,551.293537
15.0,2140,553.065917
9.0,1327,554.140698
5.0,1167,555.092369
5.0,1107,556.05889
11.0,1900,557.635042
8.0,1798,559.129445
12.0,2084,560.889137
11.0,1087,561.776447
11.0,2295,563.707666
11.0,1095,564.632339
11.0,1908,566.255222
14.0,2239,568.129208
11.0,2147,569.906839
11.0,1583,571.210341
13.0,2184,573.082275
22.0,1743,574.537264
8.0,1119,575.448667
8.0,1793,576.95945
8.0,1687,578.342749
12.0,1776,579.80713
6.0,1485,581.020528
9.0,1970,582.657008
11.0,1107,583.542668
12.0,2008,585.191218
14.0,2277,587.078813
11.0,1087,587.958176
5.0,1124,588.843829
13.0,2438,590.83602
7.0,1683,592.225002
10.0,2390,594.226997
8.0,1123,595.156189
14.0,2315,597.134594
6.0,1335,598.256473
4.0,1079,599.147468
9.0,1732,600.586272
10.0,2234,602.464442
17.0,2428,604.488374
8.0,1734,605.940355
6.0,1483,607.156789
8.0,1641,608.503206
8.0,1769,609.970207
1.0,647,610.488835
9.0,1742,611.962664
5.0,1178,612.939382
4.0,1168,613.893875
11.0,1099,614.804227
14.0,2091,616.582969
17.0,2800,618.940739
12.0,2088,620.669255
9.0,1388,621.808027
13.0,2126,623.582462
6.0,1443,624.801098
11.0,1087,625.723039
14.0,2328,627.710988
5.0,1371,628.816877
10.0,2179,630.64998
8.0,1126,631.586784
7.0,1508,632.841804
3.0,947,633.631385
10.0,2099,635.391106
11.0,1095,636.328371
6.0,1463,637.538697
4.0,1159,638.500734
10.0,1495,639.753291
12.0,2074,641.48437
16.0,1810,642.974007
11.0,1606,644.292391
11.0,1087,645.191306
7.0,1516,646.496844
10.0,2130,648.283964
8.0,1127,649.212223
7.0,1515,650.503707
4.0,1083,651.401707
6.0,1407,652.577359
5.0,1250,653.629966
9.0,1325,654.727512
6.0,1386,655.924037
3.0,1027,656.774837
16.0,2454,658.880383
9.0,1754,660.366107
18.0,1546,661.663465
4.0,1139,662.660806
9.0,2043,664.407266
5.0,1246,665.441795
7.0,1731,666.943385
5.0,1327,668.059853
8.0,1696,669.528197
14.0,2231,671.411358
8.0,1702,672.833974
3.0,1015,673.704215
11.0,1091,674.617911
4.0,1073,675.505495
9.0,1663,676.937447
6.0,1291,678.005308
12.0,2112,679.767692
21.0,2785,682.078248
14.0,1538,683.364154
